Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
ADVANCED FUNCTIONAL MATERIALS,ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); PHYSICS, CONDENSED MATTER - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1)",17.783,18.808
Annual Review of Clinical Psychology,Annual Review of Clinical Psychology,1548-5943,1548-5951,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",18.366,18.561
Annual Review of Clinical Psychology,Annual Review of Clinical Psychology,1548-5943,1548-5951,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",18.366,18.561
Annual Review of Fluid Mechanics,Annual Review of Fluid Mechanics,0066-4189,1545-4479,"MECHANICS - SCIE(Q1); PHYSICS, FLUIDS & PLASMAS - SCIE(Q1)",18.362,18.511
DRUG RESISTANCE UPDATES,DRUG RESISTANCE UPDATES,1368-7646,1532-2084,PHARMACOLOGY & PHARMACY - SCIE(Q1),16.176,18.5
Lancet Gastroenterology & Hepatology,Lancet Gastroenterology & Hepatology,N/A,2468-1253,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),18.13,18.486
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,1088-8683,1532-7957,"PSYCHOLOGY, SOCIAL - SSCI(Q1)",18.321,18.464
Annual Review of Organizational Psychology and Organizational Behavior,Annual Review of Organizational Psychology and Organizational Behavior,2327-0608,2327-0616,"MANAGEMENT - SSCI(Q1); PSYCHOLOGY, APPLIED - SSCI(Q1)",18.25,18.333
TRENDS IN PLANT SCIENCE,TRENDS IN PLANT SCIENCE,1360-1385,1878-4372,PLANT SCIENCES - SCIE(Q1),17.97,18.313
JAMA Neurology,JAMA Neurology,2168-6149,2168-6157,CLINICAL NEUROLOGY - SCIE(Q1),17.937,18.302
Signal Transduction and Targeted Therapy,Signal Transduction and Targeted Therapy,2095-9907,2059-3635,CELL BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),17.893,18.187
AMERICAN JOURNAL OF PSYCHIATRY,AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,1535-7228,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),17.533,18.112
AMERICAN JOURNAL OF PSYCHIATRY,AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,1535-7228,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),17.533,18.112
MOLECULAR CELL,MOLECULAR CELL,1097-2765,1097-4164,CELL BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),17.423,17.97
Science Translational Medicine,Science Translational Medicine,1946-6234,1946-6242,"CELL BIOLOGY - SCIE(Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",17.823,17.956
Nano Energy,Nano Energy,2211-2855,2211-3282,"CHEMISTRY, PHYSICAL - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",16.452,17.881
Energy Storage Materials,Energy Storage Materials,2405-8297,2405-8297,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",16.219,17.789
Light-Science & Applications,Light-Science & Applications,2047-7538,2047-7538,OPTICS - SCIE(Q1),17.389,17.782
Nature Microbiology,Nature Microbiology,2058-5276,2058-5276,MICROBIOLOGY - SCIE(Q1),17.552,17.745
PSYCHOLOGICAL BULLETIN,PSYCHOLOGICAL BULLETIN,0033-2909,1939-1455,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",17.487,17.737
PSYCHOLOGICAL BULLETIN,PSYCHOLOGICAL BULLETIN,0033-2909,1939-1455,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",17.487,17.737
Science Immunology,Science Immunology,2470-9468,2470-9468,IMMUNOLOGY - SCIE(Q1),17.448,17.727
TRENDS IN ECOLOGY & EVOLUTION,TRENDS IN ECOLOGY & EVOLUTION,0169-5347,1872-8383,EVOLUTIONARY BIOLOGY - SCIE(Q1); GENETICS & HEREDITY - SCIE(Q1); ECOLOGY - SCIE(Q1),17.173,17.712
PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHERAPY AND PSYCHOSOMATICS,0033-3190,1423-0348,PSYCHIATRY - SCIE(Q1); PSYCHOLOGY - SCIE(Q1); PSYCHIATRY - SSCI(Q1),14.682,17.659
PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHERAPY AND PSYCHOSOMATICS,0033-3190,1423-0348,PSYCHIATRY - SCIE(Q1); PSYCHOLOGY - SCIE(Q1); PSYCHIATRY - SSCI(Q1),14.682,17.659
MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,0149-2195,1545-861X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1)",17.217,17.586
INTENSIVE CARE MEDICINE,INTENSIVE CARE MEDICINE,0342-4642,1432-1238,CRITICAL CARE MEDICINE - SCIE(Q1),15.326,17.44
HEPATOLOGY,HEPATOLOGY,0270-9139,1527-3350,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),16.773,17.425
Living Reviews in Solar Physics,Living Reviews in Solar Physics,2367-3648,1614-4961,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),17.333,17.417
Journal of Hematology & Oncology,Journal of Hematology & Oncology,N/A,1756-8722,HEMATOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q1),16.566,17.388
CIRCULATION RESEARCH,CIRCULATION RESEARCH,0009-7330,1524-4571,HEMATOLOGY - SCIE(Q1); PERIPHERAL VASCULAR DISEASE - SCIE(Q1); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),16.876,17.367
National Science Review,National Science Review,2095-5138,2053-714X,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),16.649,17.275
REPORTS ON PROGRESS IN PHYSICS,REPORTS ON PROGRESS IN PHYSICS,0034-4885,1361-6633,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",17.186,17.264
NEURON,NEURON,0896-6273,1097-4199,NEUROSCIENCES - SCIE(Q1),16.521,17.173
BASIC RESEARCH IN CARDIOLOGY,BASIC RESEARCH IN CARDIOLOGY,0300-8428,1435-1803,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),16.33,17.165
ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOLOGICA,0001-6322,1432-0533,CLINICAL NEUROLOGY - SCIE(Q1); NEUROSCIENCES - SCIE(Q1); PATHOLOGY - SCIE(Q1),16.442,17.088
TRENDS IN MICROBIOLOGY,TRENDS IN MICROBIOLOGY,0966-842X,1878-4380,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); MICROBIOLOGY - SCIE(Q1),16.961,17.079
NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RESEARCH,0305-1048,1362-4962,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),16.197,16.971
Nature Geoscience,Nature Geoscience,1752-0894,1752-0908,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",16.663,16.908
Annual Review of Genetics,Annual Review of Genetics,0066-4197,1545-2948,GENETICS & HEREDITY - SCIE(Q1),16.745,16.83
Advanced Science,Advanced Science,N/A,2198-3844,"NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",16.458,16.806
TRENDS IN IMMUNOLOGY,TRENDS IN IMMUNOLOGY,1471-4906,1471-4981,IMMUNOLOGY - SCIE(Q1),16.578,16.687
EUROPEAN RESPIRATORY JOURNAL,EUROPEAN RESPIRATORY JOURNAL,0903-1936,1399-3003,RESPIRATORY SYSTEM - SCIE(Q1),15.429,16.671
Academy of Management Annals,Academy of Management Annals,1941-6520,1941-6067,MANAGEMENT - SSCI(Q1); BUSINESS - SSCI(Q1),16.0,16.438
Nano-Micro Letters,Nano-Micro Letters,2311-6706,2150-5551,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1)",15.263,16.419
FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOLOGY REVIEWS,0168-6445,1574-6976,MICROBIOLOGY - SCIE(Q1),16.316,16.408
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,0162-8828,1939-3539,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",16.125,16.389
Annual Review of Materials Research,Annual Review of Materials Research,1531-7331,1545-4118,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",16.214,16.286
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,0146-6410,1873-2224,"PHYSICS, NUCLEAR - SCIE(Q1); PHYSICS, PARTICLES & FIELDS - SCIE(Q1)",15.969,16.281
MOLECULAR BIOLOGY AND EVOLUTION,MOLECULAR BIOLOGY AND EVOLUTION,0737-4038,1537-1719,GENETICS & HEREDITY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),15.831,16.24
PROGRESS IN LIPID RESEARCH,PROGRESS IN LIPID RESEARCH,0163-7827,1873-2194,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); NUTRITION & DIETETICS - SCIE(Q1),15.976,16.195
JAMA Pediatrics,JAMA Pediatrics,2168-6203,2168-6211,PEDIATRICS - SCIE(Q1),15.484,16.193
Annual Review of Condensed Matter Physics,Annual Review of Condensed Matter Physics,1947-5454,1947-5462,"PHYSICS, CONDENSED MATTER - SCIE(Q1)",15.957,16.109
STUDIES IN MYCOLOGY,STUDIES IN MYCOLOGY,0166-0616,1872-9797,MYCOLOGY - SCIE(Q1),15.581,16.097
Autophagy,Autophagy,1554-8627,1554-8635,CELL BIOLOGY - SCIE(Q1),15.388,16.016
MOLECULAR PSYCHIATRY,MOLECULAR PSYCHIATRY,1359-4184,1476-5578,NEUROSCIENCES - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); PSYCHIATRY - SCIE(Q1),15.128,15.992
ACS Nano,ACS Nano,1936-0851,1936-086X,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",15.275,15.881
CELL DEATH AND DIFFERENTIATION,CELL DEATH AND DIFFERENTIATION,1350-9047,1476-5403,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); CELL BIOLOGY - SCIE(Q1),15.497,15.828
Nature Plants,Nature Plants,2055-026X,2055-0278,PLANT SCIENCES - SCIE(Q1),15.366,15.793
Physical Review X,Physical Review X,2160-3308,2160-3308,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",15.387,15.762
SEMINARS IN CANCER BIOLOGY,SEMINARS IN CANCER BIOLOGY,1044-579X,1096-3650,ONCOLOGY - SCIE(Q1),15.176,15.707
SYSTEMATIC BIOLOGY,SYSTEMATIC BIOLOGY,1063-5157,1076-836X,EVOLUTIONARY BIOLOGY - SCIE(Q1),14.855,15.683
HUMAN REPRODUCTION UPDATE,HUMAN REPRODUCTION UPDATE,1355-4786,1460-2369,REPRODUCTIVE BIOLOGY - SCIE(Q1); OBSTETRICS & GYNECOLOGY - SCIE(Q1),15.247,15.61
Journal of Thoracic Oncology,Journal of Thoracic Oncology,1556-0864,1556-1380,ONCOLOGY - SCIE(Q1); RESPIRATORY SYSTEM - SCIE(Q1),14.834,15.609
Matter,Matter,2590-2393,2590-2385,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",14.842,15.589
QUARTERLY JOURNAL OF ECONOMICS,QUARTERLY JOURNAL OF ECONOMICS,0033-5533,1531-4650,ECONOMICS - SSCI(Q1),15.275,15.563
EUROPEAN JOURNAL OF HEART FAILURE,EUROPEAN JOURNAL OF HEART FAILURE,1388-9842,1879-0844,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),13.08,15.534
Nature Machine Intelligence,Nature Machine Intelligence,N/A,2522-5839,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",14.797,15.508
Annual Review of Microbiology,Annual Review of Microbiology,0066-4227,1545-3251,MICROBIOLOGY - SCIE(Q1),15.389,15.5
ADVANCED DRUG DELIVERY REVIEWS,ADVANCED DRUG DELIVERY REVIEWS,0169-409X,1872-8294,PHARMACOLOGY & PHARMACY - SCIE(Q1),15.157,15.47
Nature Ecology & Evolution,Nature Ecology & Evolution,2397-334X,2397-334X,ECOLOGY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q1),15.08,15.46
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,N/A,0002-7863,N/A,N/A,14.394,15.419
NATURE STRUCTURAL & MOLECULAR BIOLOGY,NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,1545-9985,BIOPHYSICS - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); CELL BIOLOGY - SCIE(Q1),15.086,15.369
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,1521-3773,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",13.98,15.336
Energy & Environmental Materials,Energy & Environmental Materials,N/A,2575-0356,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",13.537,15.122
Nature Chemical Biology,Nature Chemical Biology,1552-4450,1552-4469,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),14.81,15.04
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321,1879-0690,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE(Q1); ENERGY & FUELS - SCIE(Q1),14.28,14.982
Nature Communications,Nature Communications,2041-1723,2041-1723,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),14.526,14.919
Protein & Cell,Protein & Cell,1674-800X,1674-8018,CELL BIOLOGY - SCIE(Q1),14.53,14.87
FORBES,N/A,0015-6914,N/A,N/A,14.826,14.826
TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS IN PHARMACOLOGICAL SCIENCES,0165-6147,1873-3735,PHARMACOLOGY & PHARMACY - SCIE(Q1),14.739,14.819
JOURNAL OF CLINICAL INVESTIGATION,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",14.631,14.808
JACC-Cardiovascular Imaging,JACC-Cardiovascular Imaging,1936-878X,1876-7591,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1)",13.173,14.805
JAMA Surgery,JAMA Surgery,2168-6254,2168-6262,SURGERY - SCIE(Q1),14.061,14.766
JAMA Cardiology,JAMA Cardiology,2380-6583,2380-6591,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),14.237,14.676
Microbiome,Microbiome,2049-2618,2049-2618,MICROBIOLOGY - SCIE(Q1),14.356,14.65
Bioactive Materials,Bioactive Materials,N/A,2452-199X,"ENGINEERING, BIOMEDICAL - SCIE(Q1); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q1)",14.058,14.593
ACS Central Science,ACS Central Science,2374-7943,2374-7951,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",14.38,14.553
Nature Astronomy,Nature Astronomy,2397-3366,2397-3366,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),13.961,14.437
Nature Reviews Urology,Nature Reviews Urology,1759-4812,1759-4820,UROLOGY & NEPHROLOGY - SCIE(Q1),13.761,14.432
JOURNAL OF EXPERIMENTAL MEDICINE,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538,"IMMUNOLOGY - SCIE(Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",14.082,14.307
MOLECULAR ASPECTS OF MEDICINE,MOLECULAR ASPECTS OF MEDICINE,0098-2997,1872-9452,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1)",14.225,14.235
BIOTECHNOLOGY ADVANCES,BIOTECHNOLOGY ADVANCES,0734-9750,1873-1899,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),14.02,14.227
Trends in Cancer,Trends in Cancer,2405-8025,2405-8033,ONCOLOGY - SCIE(Q1),14.075,14.226
Annual Review of Nuclear and Particle Science,Annual Review of Nuclear and Particle Science,0163-8998,1545-4134,"PHYSICS, PARTICLES & FIELDS - SCIE(Q1); PHYSICS, NUCLEAR - SCIE(Q1)",14.125,14.219
Molecular Neurodegeneration,Molecular Neurodegeneration,N/A,1750-1326,NEUROSCIENCES - SCIE(Q1),13.664,14.195
Small Methods,Small Methods,2366-9608,2366-9608,"NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1)",13.74,14.188
Science Advances,Science Advances,2375-2548,2375-2548,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),13.912,14.136
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,0268-4012,1873-4707,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1),11.562,14.098
Annual Review of Ecology Evolution and Systematics,Annual Review of Ecology Evolution and Systematics,1543-592X,1545-2069,ECOLOGY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q1),13.83,13.915
Annual Review of Marine Science,Annual Review of Marine Science,1941-1405,1941-0611,MARINE & FRESHWATER BIOLOGY - SCIE(Q1); OCEANOGRAPHY - SCIE(Q1); GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1),13.725,13.85
TRENDS IN NEUROSCIENCES,TRENDS IN NEUROSCIENCES,0166-2236,1878-108X,NEUROSCIENCES - SCIE(Q1),13.724,13.837
Annual Review of Cell and Developmental Biology,Annual Review of Cell and Developmental Biology,1081-0706,1530-8995,CELL BIOLOGY - SCIE(Q1); DEVELOPMENTAL BIOLOGY - SCIE(Q1),13.808,13.827
Annual Review of Pharmacology and Toxicology,Annual Review of Pharmacology and Toxicology,0362-1642,1545-4304,TOXICOLOGY - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1),13.803,13.82
TRENDS IN BIOCHEMICAL SCIENCES,TRENDS IN BIOCHEMICAL SCIENCES,0968-0004,1362-4326,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),13.7,13.807
BRITISH JOURNAL OF SPORTS MEDICINE,BRITISH JOURNAL OF SPORTS MEDICINE,0306-3674,1473-0480,SPORT SCIENCES - SCIE(Q1),12.916,13.8
Journal for ImmunoTherapy of Cancer,Journal for ImmunoTherapy of Cancer,N/A,2051-1426,IMMUNOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q1),13.075,13.751
Annual Review of Medicine,Annual Review of Medicine,0066-4219,1545-326X,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",13.739,13.739
Nature Human Behaviour,Nature Human Behaviour,2397-3374,2397-3374,"MULTIDISCIPLINARY SCIENCES - SCIE(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q1); NEUROSCIENCES - SCIE(Q1)",13.381,13.663
Nature Human Behaviour,Nature Human Behaviour,2397-3374,2397-3374,"MULTIDISCIPLINARY SCIENCES - SCIE(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q1); NEUROSCIENCES - SCIE(Q1)",13.381,13.663
Annual Review of Food Science and Technology,Annual Review of Food Science and Technology,1941-1413,1941-1421,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),13.577,13.635
GENOME BIOLOGY,GENOME BIOLOGY,1474-760X,1474-760X,GENETICS & HEREDITY - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),13.141,13.583
Bone Research,Bone Research,2095-4700,2095-6231,CELL & TISSUE ENGINEERING - SCIE(Q1),13.328,13.567
Nature Metabolism,Nature Metabolism,N/A,2522-5812,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),13.217,13.511
JNCI-Journal of the National Cancer Institute,JNCI-Journal of the National Cancer Institute,0027-8874,1460-2105,ONCOLOGY - SCIE(Q1),13.321,13.506
BRAIN,BRAIN,0006-8950,1460-2156,NEUROSCIENCES - SCIE(Q1); CLINICAL NEUROLOGY - SCIE(Q1),12.9,13.501
Nature Protocols,Nature Protocols,1754-2189,1750-2799,BIOCHEMICAL RESEARCH METHODS - SCIE(Q1),13.273,13.491
Journal of King Saud University-Computer and Information Sciences,Journal of King Saud University-Computer and Information Sciences,1319-1578,2213-1248,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",11.066,13.473
IEEE Transactions on Systems Man Cybernetics-Systems,IEEE Transactions on Systems Man Cybernetics-Systems,2168-2216,2168-2232,"AUTOMATION & CONTROL SYSTEMS - SCIE(Q1); COMPUTER SCIENCE, CYBERNETICS - SCIE(Q1)",12.397,13.451
NATURAL PRODUCT REPORTS,NATURAL PRODUCT REPORTS,0265-0568,1460-4752,"CHEMISTRY, ORGANIC - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); CHEMISTRY, MEDICINAL - SCIE(Q1)",13.033,13.423
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,1460-8545,1468-2370,BUSINESS - SSCI(Q1); MANAGEMENT - SSCI(Q1),13.0,13.419
BIOLOGICAL PSYCHIATRY,BIOLOGICAL PSYCHIATRY,0006-3223,1873-2402,PSYCHIATRY - SCIE(Q1); NEUROSCIENCES - SCIE(Q1),12.969,13.382
Polymer Reviews,Polymer Reviews,1558-3724,1558-3716,POLYMER SCIENCE - SCIE(Q1),13.128,13.282
Small,Small,1613-6810,1613-6829,"PHYSICS, APPLIED - SCIE(Q1); PHYSICS, CONDENSED MATTER - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1)",12.814,13.281
CHEMICAL ENGINEERING JOURNAL,CHEMICAL ENGINEERING JOURNAL,1385-8947,1873-3212,"ENGINEERING, ENVIRONMENTAL - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1)",11.629,13.273
Materials Horizons,Materials Horizons,2051-6347,2051-6355,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",12.936,13.266
Molecular Plant,Molecular Plant,1674-2052,1752-9867,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); PLANT SCIENCES - SCIE(Q1),12.742,13.164
ALLERGY,ALLERGY,0105-4538,1398-9995,IMMUNOLOGY - SCIE(Q1); ALLERGY - SCIE(Q1),10.48,13.146
Laser & Photonics Reviews,Laser & Photonics Reviews,1863-8880,1863-8899,"OPTICS - SCIE(Q1); PHYSICS, CONDENSED MATTER - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1)",12.751,13.138
ACS Catalysis,ACS Catalysis,2155-5435,2155-5435,"CHEMISTRY, PHYSICAL - SCIE(Q1)",12.205,13.084
Annual Review of Phytopathology,Annual Review of Phytopathology,0066-4286,1545-2107,PLANT SCIENCES - SCIE(Q1),12.941,13.078
Advances in Nano Research,Advances in Nano Research,2287-237X,2287-2388,"NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",10.5,13.052
JOURNAL OF PINEAL RESEARCH,JOURNAL OF PINEAL RESEARCH,0742-3098,1600-079X,ENDOCRINOLOGY & METABOLISM - SCIE(Q1); NEUROSCIENCES - SCIE(Q1); PHYSIOLOGY - SCIE(Q1),12.214,13.007
IMMUNOLOGICAL REVIEWS,IMMUNOLOGICAL REVIEWS,0105-2896,1600-065X,IMMUNOLOGY - SCIE(Q1),12.826,12.988
ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,1873-3727,"CHEMISTRY, PHYSICAL - SCIE(Q1)",12.513,12.984
Annual Review of Biophysics,Annual Review of Biophysics,1936-122X,1936-1238,BIOPHYSICS - SCIE(Q1),12.925,12.981
Information Fusion,Information Fusion,1566-2535,1872-6305,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",11.907,12.975
ANNALS OF SURGERY,ANNALS OF SURGERY,0003-4932,1528-1140,SURGERY - SCIE(Q1),12.584,12.969
MEDICINAL RESEARCH REVIEWS,MEDICINAL RESEARCH REVIEWS,0198-6325,1098-1128,"PHARMACOLOGY & PHARMACY - SCIE(Q1); CHEMISTRY, MEDICINAL - SCIE(Q1)",12.672,12.944
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,1389-5567,1873-2739,"CHEMISTRY, PHYSICAL - SCIE(Q1)",12.902,12.927
Journal of Cachexia Sarcopenia and Muscle,Journal of Cachexia Sarcopenia and Muscle,2190-5991,2190-6009,"GERIATRICS & GERONTOLOGY - SCIE(Q1); MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",10.814,12.91
BIOLOGICAL REVIEWS,BIOLOGICAL REVIEWS,1464-7931,1469-185X,BIOLOGY - SCIE(Q1),12.6,12.82
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,1541-4337,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),12.394,12.811
