Rank,Full Journal Title,JCR Abbreviated Title,Category,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Eigenfactor Score,Article Influence Score,Average Journal Impact Factor Percentile
6116,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,J IRRIG DRAIN ENG,WATER RESOURCES,0733-9437,"3,468",1.616,1.218,1.714,0.246,0.002950,0.391,55.498
6116,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,J IRRIG DRAIN ENG,AGRICULTURAL ENGINEERING,0733-9437,"3,468",1.616,1.218,1.714,0.246,0.002950,0.391,55.498
6116,RESEARCH IN VETERINARY SCIENCE,RES VET SCI,VETERINARY SCIENCES,0034-5288,"5,908",1.616,1.535,1.698,0.385,0.008210,0.449,78.214
6119,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,ECOLOGY,1146-609X,"2,887",1.615,1.580,1.836,0.215,0.003380,0.551,36.392
6119,ANNALS OF OCCUPATIONAL HYGIENE,ANN OCCUP HYG,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",0003-4878,"3,227",1.615,1.615,2.101,Not Available,0.003210,0.513,30.813
6119,ANNALS OF OCCUPATIONAL HYGIENE,ANN OCCUP HYG,TOXICOLOGY,0003-4878,"3,227",1.615,1.615,2.101,Not Available,0.003210,0.513,30.813
6119,BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,B GEOL SOC FINLAND,GEOLOGY,0367-5211,212,1.615,1.154,1.622,0.833,0.000210,0.420,62.766
6119,INTERNATIONAL JOURNAL OF MODERN PHYSICS E-NUCLEAR PHYSICS,INT J MOD PHYS E,"PHYSICS, NUCLEAR",0218-3013,"1,668",1.615,1.460,1.261,0.465,0.003490,0.403,37.629
6119,INTERNATIONAL JOURNAL OF MODERN PHYSICS E-NUCLEAR PHYSICS,INT J MOD PHYS E,"PHYSICS, PARTICLES & FIELDS",0218-3013,"1,668",1.615,1.460,1.261,0.465,0.003490,0.403,37.629
6119,JOURNAL OF CREATIVE BEHAVIOR,J CREATIVE BEHAV,"PSYCHOLOGY, EDUCATIONAL",0022-0175,"1,023",1.615,1.487,2.615,0.256,0.000950,0.763,56.780
6119,SPE RESERVOIR EVALUATION & ENGINEERING,SPE RESERV EVAL ENG,ENERGY & FUELS,1094-6470,"2,112",1.615,1.529,2.270,0.329,0.002500,0.734,50.257
6119,SPE RESERVOIR EVALUATION & ENGINEERING,SPE RESERV EVAL ENG,"GEOSCIENCES, MULTIDISCIPLINARY",1094-6470,"2,112",1.615,1.529,2.270,0.329,0.002500,0.734,50.257
6119,SPE RESERVOIR EVALUATION & ENGINEERING,SPE RESERV EVAL ENG,"ENGINEERING, PETROLEUM",1094-6470,"2,112",1.615,1.529,2.270,0.329,0.002500,0.734,50.257
6125,AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,PLANT SCIENCES,1030-1887,694,1.614,1.432,1.311,0.379,0.000700,0.421,39.656
6125,AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,EVOLUTIONARY BIOLOGY,1030-1887,694,1.614,1.432,1.311,0.379,0.000700,0.421,39.656
6125,Chinese Journal of Aeronautics,CHINESE J AERONAUT,"ENGINEERING, AEROSPACE",1000-9361,"2,138",1.614,1.294,1.693,0.349,0.003910,0.351,79.032
6125,EPISODES,EPISODES,"GEOSCIENCES, MULTIDISCIPLINARY",0705-3797,"2,031",1.614,1.486,2.906,0.257,0.002540,1.020,38.360
6125,GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,GLQ-J LESBIAN GAY ST,"SOCIAL SCIENCES, INTERDISCIPLINARY",1064-2684,663,1.614,1.455,1.289,0.2,0.000570,0.428,70.918
6125,OCEANOLOGIA,OCEANOLOGIA,OCEANOGRAPHY,0078-3234,833,1.614,1.400,1.585,0.588,0.001090,0.407,44.531
6125,OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,"MATHEMATICS, APPLIED",0143-2087,998,1.614,1.449,1.559,0.263,0.001980,0.548,59.685
6125,OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,0143-2087,998,1.614,1.449,1.559,0.263,0.001980,0.548,59.685
6125,OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,AUTOMATION & CONTROL SYSTEMS,0143-2087,998,1.614,1.449,1.559,0.263,0.001980,0.548,59.685
6131,Engineering Construction and Architectural Management,ENG CONSTR ARCHIT MA,"ENGINEERING, CIVIL",0969-9988,"1,172",1.613,1.350,Not Available,0.194,0.000570,0.524,45.826
6131,Engineering Construction and Architectural Management,ENG CONSTR ARCHIT MA,MANAGEMENT,0969-9988,"1,172",1.613,1.350,Not Available,0.194,0.000570,0.524,45.826
6131,Engineering Construction and Architectural Management,ENG CONSTR ARCHIT MA,"ENGINEERING, INDUSTRIAL",0969-9988,"1,172",1.613,1.350,Not Available,0.194,0.000570,0.524,45.826
6131,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,INT J SOC PSYCHIATR,PSYCHIATRY-SSCI,0020-7640,"1,853",1.613,1.446,1.575,0.264,0.002580,0.428,41.197
6131,JOURNAL OF COMPOSITE MATERIALS,J COMPOS MATER,"MATERIALS SCIENCE, COMPOSITES",0021-9983,"8,262",1.613,1.445,1.683,0.343,0.007170,0.357,55.769
6135,ZEITSCHRIFT FUR GASTROENTEROLOGIE,Z GASTROENTEROL,GASTROENTEROLOGY & HEPATOLOGY,0044-2771,"1,424",1.612,1.354,1.466,0.229,0.001530,0.279,14.375
6136,Journal of Deaf Studies and Deaf Education,J DEAF STUD DEAF EDU,REHABILITATION-SSCI,1081-4159,"1,398",1.611,1.181,2.216,0.353,0.001180,0.502,61.748
6136,Journal of Deaf Studies and Deaf Education,J DEAF STUD DEAF EDU,"EDUCATION, SPECIAL",1081-4159,"1,398",1.611,1.181,2.216,0.353,0.001180,0.502,61.748
6137,ADAPTED PHYSICAL ACTIVITY QUARTERLY,ADAPT PHYS ACT Q,SPORT SCIENCES,0736-5829,"1,037",1.610,1.317,2.378,0.08,0.000730,0.546,40.902
6137,ADAPTED PHYSICAL ACTIVITY QUARTERLY,ADAPT PHYS ACT Q,REHABILITATION-SCIE,0736-5829,"1,037",1.610,1.317,2.378,0.08,0.000730,0.546,40.902
6137,Journal of Orthopaedic Surgery and Research,J ORTHOP SURG RES,ORTHOPEDICS,1749-799X,"1,695",1.610,1.545,2.083,0.332,0.004430,0.584,44.805
6137,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,PROF PSYCHOL-RES PR,"PSYCHOLOGY, MULTIDISCIPLINARY",0735-7028,"3,233",1.610,1.520,2.265,0.517,0.002810,0.703,62.593
6137,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,MANAGEMENT,0038-0121,"1,185",1.610,1.537,Not Available,0.636,0.001140,0.920,53.751
6137,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,ECONOMICS,0038-0121,"1,185",1.610,1.537,Not Available,0.636,0.001140,0.920,53.751
6137,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,0038-0121,"1,185",1.610,1.537,Not Available,0.636,0.001140,0.920,53.751
6137,SOCIOLOGICAL QUARTERLY,SOCIOL QUART,SOCIOLOGY,0038-0253,"2,192",1.610,1.508,1.855,0.217,0.001510,0.693,68.836
6143,CURRENT PROBLEMS IN CANCER,CURR PROB CANCER,ONCOLOGY,0147-0272,373,1.609,1.609,1.316,0.667,0.000630,0.483,12.387
6144,ARCHIVES OF MICROBIOLOGY,ARCH MICROBIOL,MICROBIOLOGY,0302-8933,"6,613",1.607,1.568,1.766,0.379,0.003480,0.484,23.600
6144,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,VETERINARY SCIENCES,0931-2439,"2,519",1.607,1.513,1.702,0.487,0.003940,0.420,75.833
6144,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",0931-2439,"2,519",1.607,1.513,1.702,0.487,0.003940,0.420,75.833
6144,MEDICINAL CHEMISTRY RESEARCH,MED CHEM RES,"CHEMISTRY, MEDICINAL",1054-2523,"4,284",1.607,1.511,1.554,0.291,0.007560,0.251,22.881
6147,Head & Face Medicine,HEAD FACE MED,"DENTISTRY, ORAL SURGERY & MEDICINE",1746-160X,687,1.606,1.577,1.649,0.042,0.001180,0.426,52.198
6147,JOURNAL DE MYCOLOGIE MEDICALE,J MYCOL MED,MYCOLOGY,1156-5233,713,1.606,1.294,1.707,0.274,0.001030,0.303,25.862
6147,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,J COMPUT NEUROSCI,NEUROSCIENCES,0929-5313,"1,920",1.606,1.489,1.763,0.55,0.002720,0.720,31.720
6147,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,J COMPUT NEUROSCI,'MATHEMATICAL & COMPUTATIONAL BIOLOGY,0929-5313,"1,920",1.606,1.489,1.763,0.55,0.002720,0.720,31.720
6147,JOURNAL OF RISK AND INSURANCE,J RISK INSUR,ECONOMICS,0022-4367,"1,739",1.606,1.424,2.167,0.556,0.002240,0.904,66.463
6147,JOURNAL OF RISK AND INSURANCE,J RISK INSUR,"BUSINESS, FINANCE",0022-4367,"1,739",1.606,1.424,2.167,0.556,0.002240,0.904,66.463
6147,Transactions on Emerging Telecommunications Technologies,T EMERG TELECOMMUN T,TELECOMMUNICATIONS,2161-3915,"1,037",1.606,1.152,1.914,0.703,0.002210,0.345,43.103
6152,AMERICAN ANTHROPOLOGIST,AM ANTHROPOL,ANTHROPOLOGY,0002-7294,"4,486",1.605,1.279,1.782,0.349,0.002090,0.649,70.000
6152,ANTHROZOOS,ANTHROZOOS,SOCIOLOGY,0892-7936,"1,367",1.605,1.279,1.665,0.186,0.001240,0.437,72.468
6152,ANTHROZOOS,ANTHROZOOS,VETERINARY SCIENCES,0892-7936,"1,367",1.605,1.279,1.665,0.186,0.001240,0.437,72.468
6152,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,J ACOUST SOC AM,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,0001-4966,"44,946",1.605,1.137,1.845,0.31,0.027010,0.476,48.000
6152,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,J ACOUST SOC AM,ACOUSTICS,0001-4966,"44,946",1.605,1.137,1.845,0.31,0.027010,0.476,48.000
6152,Journal of Advanced Ceramics,J ADV CERAM,"'MATERIALS SCIENCE, CERAMICS",2226-4108,400,1.605,1.407,1.874,0.3,0.000980,0.346,75.926
6152,NEUROPEDIATRICS,NEUROPEDIATRICS,CLINICAL NEUROLOGY,0174-304X,"1,650",1.605,1.521,1.471,0.486,0.001630,0.425,33.211
6152,NEUROPEDIATRICS,NEUROPEDIATRICS,PEDIATRICS,0174-304X,"1,650",1.605,1.521,1.471,0.486,0.001630,0.425,33.211
6152,OPHTHALMOLOGICA,OPHTHALMOLOGICA,OPHTHALMOLOGY,0030-3755,"2,093",1.605,1.492,1.927,0.349,0.002620,0.582,34.746
6152,PUBLIC HEALTH REPORTS,PUBLIC HEALTH REP,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",0033-3549,"5,312",1.605,1.511,2.317,0.528,0.006600,1.102,45.855
6152,PUBLIC HEALTH REPORTS,PUBLIC HEALTH REP,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",0033-3549,"5,312",1.605,1.511,2.317,0.528,0.006600,1.102,45.855
6152,STRAIN,STRAIN,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",1475-1305,"1,171",1.605,1.494,1.780,0.406,0.001540,0.503,56.061
6162,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,APPL PHYS A-MATER,"PHYSICS, APPLIED",0947-8396,"16,207",1.604,1.469,1.573,0.321,0.017660,0.327,40.606
6162,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,APPL PHYS A-MATER,MATERIALS SCIENCE,0947-8396,"16,207",1.604,1.469,1.573,0.321,0.017660,0.327,40.606
6162,GOVERNMENT AND OPPOSITION,GOV OPPOS,POLITICAL SCIENCE,0017-257X,993,1.604,1.415,2.008,0.536,0.001600,0.884,63.609
6162,INTERACTIVE LEARNING ENVIRONMENTS,INTERACT LEARN ENVIR,EDUCATION & EDUCATIONAL RESEARCH,1049-4820,837,1.604,1.491,1.722,0.306,0.001340,0.348,62.395
6162,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,"ENGINEERING, MULTIDISCIPLINARY",0748-8017,"2,347",1.604,1.183,1.821,0.337,0.003920,0.436,50.538
6162,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,0748-8017,"2,347",1.604,1.183,1.821,0.337,0.003920,0.436,50.538
6162,Swiss Journal of Geosciences,SWISS J GEOSCI,"GEOSCIENCES, MULTIDISCIPLINARY",1661-8726,682,1.604,1.358,1.674,1.841,0.000890,0.493,37.831
6167,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,BIRTH DEFECTS RES A,TOXICOLOGY,1542-0752,"2,691",1.603,1.603,2.057,Not Available,0.004910,0.751,21.809
6167,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,BIRTH DEFECTS RES A,DEVELOPMENTAL BIOLOGY,1542-0752,"2,691",1.603,1.603,2.057,Not Available,0.004910,0.751,21.809
6167,CALCOLO,CALCOLO,"MATHEMATICS, APPLIED",0008-0624,453,1.603,1.456,1.300,0.358,0.001180,0.664,86.339
6167,CALCOLO,CALCOLO,MATHEMATICS,0008-0624,453,1.603,1.456,1.300,0.358,0.001180,0.664,86.339
6167,Pacific-Basin Finance Journal,PAC-BASIN FINANC J,"BUSINESS, FINANCE",0927-538X,1487,1.603,1.338,2.015,0.183,0.001730,0.386,63.776
6170,AUSTRALASIAN JOURNAL OF DERMATOLOGY,AUSTRALAS J DERMATOL,DERMATOLOGY,0004-8380,"1,544",1.602,1.532,1.526,0.514,0.002750,0.467,43.651
6170,American Journal of Alzheimers Disease and Other Dementias,AM J ALZHEIMERS DIS,CLINICAL NEUROLOGY,1533-3175,"1,843",1.602,1.568,1.809,0.19,0.003000,0.506,23.451
6170,American Journal of Alzheimers Disease and Other Dementias,AM J ALZHEIMERS DIS,GERIATRICS & GERONTOLOGY,1533-3175,"1,843",1.602,1.568,1.809,0.19,0.003000,0.506,23.451
6170,BMC Oral Health,BMC ORAL HEALTH,"DENTISTRY, ORAL SURGERY & MEDICINE",1472-6831,"1,769",1.602,1.507,1.949,0.29,0.004360,0.503,51.099
6170,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,J HEAT TRANS-T ASME,"ENGINEERING, MECHANICAL",0022-1481,"13,197",1.602,1.479,2.038,0.355,0.007440,0.520,47.395
6170,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,J HEAT TRANS-T ASME,THERMODYNAMICS,0022-1481,"13,197",1.602,1.479,2.038,0.355,0.007440,0.520,47.395
6174,Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,"COMPUTER SCIENCE, INFORMATION SYSTEMS",1386-7857,"1,163",1.601,1.225,1.614,0.295,0.002460,0.356,53.291
6174,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,J ELECTRON SPECTROSC,SPECTROSCOPY,0368-2048,"5,203",1.601,1.534,1.720,0.619,0.005160,0.599,41.667
6174,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,J AM OIL CHEM SOC,FOOD SCIENCE & TECHNOLOGY,0003-021X,"11,697",1.601,1.446,1.863,0.207,0.005130,0.379,46.008
6174,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,J AM OIL CHEM SOC,"CHEMISTRY, APPLIED",0003-021X,"11,697",1.601,1.446,1.863,0.207,0.005130,0.379,46.008
6174,Journal of Interprofessional Care,J INTERPROF CARE,HEALTH CARE SCIENCES & SERVICES,1356-1820,"2,427",1.601,1.078,1.977,0.353,0.003070,0.420,39.655
6174,Journal of Interprofessional Care,J INTERPROF CARE,HEALTH POLICY & SERVICES,1356-1820,"2,427",1.601,1.078,1.977,0.353,0.003070,0.420,39.655
6174,QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,"COMPUTER SCIENCE, THEORY & METHODS",1533-7146,"1,476",1.601,1.500,1.451,0.381,0.003970,0.855,52.441
6174,QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,"PHYSICS, MATHEMATICAL",1533-7146,"1,476",1.601,1.500,1.451,0.381,0.003970,0.855,52.441
6174,QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,"PHYSICS, PARTICLES & FIELDS",1533-7146,"1,476",1.601,1.500,1.451,0.381,0.003970,0.855,52.441
6180,Advances in Theoretical and Mathematical Physics,ADV THEOR MATH PHYS,"PHYSICS, MATHEMATICAL",1095-0761,"2,137",1.600,1.600,1.964,0.429,0.002540,1.319,45.204
6180,Advances in Theoretical and Mathematical Physics,ADV THEOR MATH PHYS,"PHYSICS, PARTICLES & FIELDS",1095-0761,"2,137",1.600,1.600,1.964,0.429,0.002540,1.319,45.204
6180,CONFLICT MANAGEMENT AND PEACE SCIENCE,CONFLICT MANAG PEACE,INTERNATIONAL RELATIONS,0738-8942,871,1.600,1.540,2.111,0.581,0.002370,1.367,65.294
6180,IEEE TRANSACTIONS ON EDUCATION,IEEE T EDUC,"ENGINEERING, ELECTRICAL & ELECTRONIC",0018-9359,"1,400",1.600,1.543,1.880,0.371,0.001300,0.404,50.678
6180,IEEE TRANSACTIONS ON EDUCATION,IEEE T EDUC,"EDUCATION, SCIENTIFIC DISCIPLINES",0018-9359,"1,400",1.600,1.543,1.880,0.371,0.001300,0.404,50.678
6180,Journal of Biomedical Semantics,J BIOMED SEMANT,'MATHEMATICAL & COMPUTATIONAL BIOLOGY,2041-1480,517,1.600,1.429,1.883,0.172,0.002260,0.739,46.610
6180,Journal of Maps,J MAPS,"GEOGRAPHY, PHYSICAL",1744-5647,"1,004",1.600,1.131,1.572,0.348,0.002230,0.343,39.073
6180,Journal of Maps,J MAPS,GEOGRAPHY,1744-5647,"1,004",1.600,1.131,1.572,0.348,0.002230,0.343,39.073
6180,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,SCAND J FOREST RES,FORESTRY,0282-7581,"2,539",1.600,1.434,1.995,0.605,0.002390,0.438,56.818
6180,Standards in Genomic Sciences,STAND GENOMIC SCI,MICROBIOLOGY,1944-3277,"1,130",1.600,1.424,1.495,0.256,0.003190,0.490,22.950
6180,Standards in Genomic Sciences,STAND GENOMIC SCI,GENETICS & HEREDITY,1944-3277,"1,130",1.600,1.424,1.495,0.256,0.003190,0.490,22.950
6188,SOILS AND FOUNDATIONS,SOILS FOUND,"GEOSCIENCES, MULTIDISCIPLINARY",0038-0806,"4,102",1.599,1.459,2.269,0.198,0.004510,0.716,37.401
6188,SOILS AND FOUNDATIONS,SOILS FOUND,"ENGINEERING, GEOLOGICAL",0038-0806,"4,102",1.599,1.459,2.269,0.198,0.004510,0.716,37.401
6189,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,J BIOACT COMPAT POL,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,0883-9115,982,1.598,1.494,1.564,0.415,0.000770,0.258,32.187
6189,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,J BIOACT COMPAT POL,POLYMER SCIENCE,0883-9115,982,1.598,1.494,1.564,0.415,0.000770,0.258,32.187
6189,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,J BIOACT COMPAT POL,"MATERIALS SCIENCE, BIOMATERIALS",0883-9115,982,1.598,1.494,1.564,0.415,0.000770,0.258,32.187
6189,Journal of Stroke & Cerebrovascular Diseases,J STROKE CEREBROVASC,NEUROSCIENCES,1052-3057,"4,894",1.598,1.473,1.716,0.383,0.014910,0.525,20.068
6189,Journal of Stroke & Cerebrovascular Diseases,J STROKE CEREBROVASC,PERIPHERAL VASCULAR DISEASE,1052-3057,"4,894",1.598,1.473,1.716,0.383,0.014910,0.525,20.068
6189,PSYCHOLOGY CRIME & LAW,PSYCHOL CRIME LAW,LAW,1068-316X,"1,376",1.598,1.538,1.638,0.544,0.002130,0.540,65.980
6189,PSYCHOLOGY CRIME & LAW,PSYCHOL CRIME LAW,CRIMINOLOGY & PENOLOGY,1068-316X,"1,376",1.598,1.538,1.638,0.544,0.002130,0.540,65.980
6192,JOURNAL OF LASER APPLICATIONS,J LASER APPL,"PHYSICS, APPLIED",1042-346X,"1,040",1.597,1.392,1.817,0.305,0.001750,0.408,42.151
6192,JOURNAL OF LASER APPLICATIONS,J LASER APPL,MATERIALS SCIENCE,1042-346X,"1,040",1.597,1.392,1.817,0.305,0.001750,0.408,42.151
6192,JOURNAL OF LASER APPLICATIONS,J LASER APPL,OPTICS,1042-346X,"1,040",1.597,1.392,1.817,0.305,0.001750,0.408,42.151
6192,Materials Express,MATER EXPRESS,MATERIALS SCIENCE,2158-5849,598,1.597,1.507,1.827,0.15,0.001290,0.331,30.912
6192,Materials Express,MATER EXPRESS,NANOSCIENCE & NANOTECHNOLOGY,2158-5849,598,1.597,1.507,1.827,0.15,0.001290,0.331,30.912
6194,Advances in Production Engineering & Management,ADV PROD ENG MANAG,MATERIALS SCIENCE,1854-6250,196,1.596,1.340,Not Available,0.412,0.000300,0.254,35.181
6194,CHINESE MEDICAL JOURNAL,CHINESE MED J-PEKING,"MEDICINE, GENERAL & INTERNAL",0366-6999,"7,606",1.596,1.256,1.196,0.294,0.011700,0.266,52.273
6194,DISASTERS,DISASTERS,PLANNING & DEVELOPMENT,0361-3666,"1,922",1.596,1.573,1.880,0.463,0.001820,0.569,48.246
6194,MIND & LANGUAGE,MIND LANG,LINGUISTICS,0268-1064,"1,406",1.596,1.558,2.044,0.227,0.001160,0.615,57.823
6194,MIND & LANGUAGE,MIND LANG,PSYCHOLOGY,0268-1064,"1,406",1.596,1.558,2.044,0.227,0.001160,0.615,57.823
6194,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,PHARMACOLOGY & PHARMACY,0102-695X,"1,973",1.596,1.498,1.676,0.265,0.002580,0.316,21.800
6194,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,"CHEMISTRY, MEDICINAL",0102-695X,"1,973",1.596,1.498,1.676,0.265,0.002580,0.316,21.800
6194,SOFTWARE QUALITY JOURNAL,SOFTWARE QUAL J,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",0963-9314,508,1.596,1.579,1.903,0.237,0.001070,0.628,62.019
6200,BMC BIOCHEMISTRY,BMC BIOCHEM,BIOCHEMISTRY & MOLECULAR BIOLOGY,1471-2091,879,1.595,1.571,1.515,0.267,0.000800,0.434,16.267
6200,JOURNAL OF NONVERBAL BEHAVIOR,J NONVERBAL BEHAV,"PSYCHOLOGY, SOCIAL",0191-5886,"1,495",1.595,1.452,2.045,0.381,0.001260,0.821,49.219
6200,REAL-TIME SYSTEMS,REAL-TIME SYST,"COMPUTER SCIENCE, THEORY & METHODS",0922-6443,697,1.595,1.524,1.657,0.625,0.000850,0.574,59.709
6203,Gender Place and Culture,GENDER PLACE CULT,GEOGRAPHY,0966-369X,"1,709",1.594,1.223,1.693,0.282,0.002270,0.442,65.774
6203,Gender Place and Culture,GENDER PLACE CULT,WOMENS STUDIES,0966-369X,"1,709",1.594,1.223,1.693,0.282,0.002270,0.442,65.774
6203,Journal of Environmental Planning and Management,J ENVIRON PLANN MAN,ENVIRONMENTAL STUDIES,0964-0568,"2,185",1.594,1.518,1.955,0.587,0.002670,0.414,32.870
6203,Review of Research in Education,REV RES EDUC,EDUCATION & EDUCATIONAL RESEARCH,0091-732X,"1,233",1.594,1.594,3.394,Not Available,0.001220,1.350,61.975
6203,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,SIAM J CONTROL OPTIM,"MATHEMATICS, APPLIED",0363-0129,"7,464",1.594,1.388,2.269,0.228,0.015580,1.512,61.503
6203,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,SIAM J CONTROL OPTIM,AUTOMATION & CONTROL SYSTEMS,0363-0129,"7,464",1.594,1.388,2.269,0.228,0.015580,1.512,61.503
6207,ACADEMIC PSYCHIATRY,ACAD PSYCHIATR,EDUCATION & EDUCATIONAL RESEARCH,1042-9670,"1,391",1.593,1.249,1.627,1.225,0.002360,0.428,51.024
6207,ACADEMIC PSYCHIATRY,ACAD PSYCHIATR,PSYCHIATRY-SSCI,1042-9670,"1,391",1.593,1.249,1.627,1.225,0.002360,0.428,51.024
6207,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,PHARMACOLOGY & PHARMACY,1540-658X,"1,122",1.593,1.513,2.063,0.225,0.001800,0.546,22.724
6207,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,'BIOCHEMICAL RESEARCH METHODS,1540-658X,"1,122",1.593,1.513,2.063,0.225,0.001800,0.546,22.724
6207,Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,"PSYCHOLOGY, CLINICAL",1475-357X,781,1.593,1.525,1.982,0.233,0.001250,0.547,38.741
6207,Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,PSYCHIATRY-SSCI,1475-357X,781,1.593,1.525,1.982,0.233,0.001250,0.547,38.741
6207,Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,PSYCHIATRY-SCIE,1475-357X,781,1.593,1.525,1.982,0.233,0.001250,0.547,38.741
6207,Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,PEDIATRICS,1475-357X,781,1.593,1.525,1.982,0.233,0.001250,0.547,38.741
6207,Journal of the American Academy of Audiology,J AM ACAD AUDIOL,OTORHINOLARYNGOLOGY,1050-0545,"2,125",1.593,1.333,1.841,0.411,0.002620,0.541,48.439
6207,Journal of the American Academy of Audiology,J AM ACAD AUDIOL,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY,1050-0545,"2,125",1.593,1.333,1.841,0.411,0.002620,0.541,48.439
6207,Journal of the Iranian Chemical Society,J IRAN CHEM SOC,"CHEMISTRY, MULTIDISCIPLINARY",1735-207X,"2,197",1.593,1.327,1.392,0.446,0.002220,0.171,40.058
6207,School Mental Health,SCH MENT HEALTH,"PSYCHOLOGY, DEVELOPMENTAL",1866-2625,371,1.593,1.305,1.770,0.241,0.000770,0.463,42.953
6207,School Mental Health,SCH MENT HEALTH,"PSYCHOLOGY, EDUCATIONAL",1866-2625,371,1.593,1.305,1.770,0.241,0.000770,0.463,42.953
6207,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,WOUNDS,SURGERY,1044-7946,880,1.593,1.500,1.414,0.231,0.001260,0.345,42.657
6207,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,WOUNDS,DERMATOLOGY,1044-7946,880,1.593,1.500,1.414,0.231,0.001260,0.345,42.657
6215,ANGLE ORTHODONTIST,ANGLE ORTHOD,"DENTISTRY, ORAL SURGERY & MEDICINE",0003-3219,"6,168",1.592,1.404,1.878,0.372,0.005200,0.522,50.000
