DOI,Título,Autores,Año,Citas,Revista
10.1080/0952813x.2016.1154611,Probabilistic reference and grounding with PRAGR for dialogues with robots,Vivien Mast and Zoe Falomir and Diedrich Wolter,2016,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1270359,Consideration effect of wind farms on the network reconfiguration in the distribution systems in an uncertain environment,Kianoosh Rahmani and Farzaneh Kavousifard and Alireza Abbasi,2017,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1513080,Cauchy Grey Wolf Optimiser for continuous optimisation problems,Shubham Gupta and Kusum Deep,2018,25,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153272,Reinforcement with iterative punishment,Jeffrey A. Barrett and Nathan Gabriel,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701664640,Emergent songs by social robots,Eduardo Reck Miranda,2008,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130601116162,Contextual vocabulary acquisition as computational philosophy and as philosophical computation,William J. Rapaport and Michael W. Kibby,2007,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020569,A Blackboard-style decision-making system for multi-tier craft control and its evaluation,Jeremy Straub and Hassan Reza,2015,15,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.721138,Unifying and extending hybrid tractable classes of CSPs,Wady Naanaa,2013,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1055826,Can machines think? A report on Turing test experiments at the Royal Society,Kevin Warwick and Huma Shah,2016,35,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130050111473,Free will - even for robots,John McCarthy,2000,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802246602,On the influence of imputation in classification: practical issues,Eduardo R. Hruschka and Antonio J.T. Garcia and Estevam R. Hruschka and Nelson F.F. Ebecken,2009,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1635654,Exponential stability of inertial neural networks involving proportional delays and non-reduced order method,Chuangxia Huang,2020,28,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1259268,Pseudo almost periodic solutions for neutral type SICNNs with D operator,Aiping Zhang,2017,23,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2188490,A QoS-based technique for load balancing in green cloud computing using an artificial bee colony algorithm,Sara Tabagchi Milan and Nima Jafari Navimipour and Hamed Lohi Bavil and Senay Yalcin,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.506300,Research on the evolutionary game of environmental pollution in system dynamics model,Hongwei Wang and Lingru Cai and Wei Zeng,2011,49,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1938698,An intelligent ensemble classification method based on multi-layer perceptron neural network and evolutionary algorithms for breast cancer diagnosis,Saeed Talatian Azad and Gholamreza Ahmadi and Amin Rezaeipanah,2022,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1907795,Credit Card Fraud Detection under Extreme Imbalanced Data: A Comparative Study of Data-level Algorithms,Amit Singh and Ranjeet Kumar Ranjan and Abhishek Tiwari,2022,17,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1552317,Grasshopper inspired artificial bee colony algorithm for numerical optimisation,Nirmala Sharma and Harish Sharma and Ajay Sharma and Jagdish Chand Bansal,2021,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183274,An LDOP approach for face identification under unconstrained scenarios,Rinku Datta Rakshit and Ajita Rattani and Dakshina Ranjan Kisku,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132270,Ranking product aspects through sentiment analysis of online reviews,Wei Wang and Hongwei Wang and Yuan Song,2017,32,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1597174,Butterfly-Fat-Tree topology based fault-tolerant Network-on-Chip design using particle swarm optimisation,P. Veda Bhanu and Pranav Venkatesh Kulkarni and Soumya J,2019,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1354083,Volatility forecasting for low-volatility portfolio selection in the US and the Korean equity markets,Saejoon Kim,2018,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1647564,Existence and global exponential stability of anti-periodic solutions for generalised inertial competitive neural networks with time-varying delays,Yongkun Li and Jiali Qin,2020,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430858,A new chaotic multi-verse optimization algorithm for solving engineering optimization problems,Gehad Ismail Sayed and Ashraf Darwish and Aboul Ella Hassanien,2018,49,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2184990,Retraction,,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.861874,A new algorithm for detection of epileptic seizures based on HRV signal,Soroor Behbahani and Nader Jafarnia Dabanloo and Ali Motie Nasrabadi and Cesar A. Teixeira and Antonio Dourado,2014,14,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1467495,An improved Urdu stemming algorithm for text mining based on multi-step hybrid approach,Abdul Jabbar and Sajid Iqbal and Adnan Akhunzada and Qaisar Abbas,2018,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1056242,Modelling and experimental performance analysis of solar-assisted ground source heat pump system,Hikmet Esen and Mehmet Esen and Onur Ozsolak,2017,261,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782348,Parameter selection in particle swarm optimisation: a survey,A. Rezaee Jordehi and J. Jasni,2013,224,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132262,Data aggregation in wireless sensor network using SVM-based failure detection and loss recovery,S. Kamalesh and P. Ganesh Kumar,2017,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802386051,Concept learning by example decomposition,Sameer Joshi,2010,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2115145,A novel structure-exploiting encoding for SAT-based diagnosis,Sajjad Ahmed Siddiqi,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600906340,A centralized planning technique with temporal constraints and uncertainty for multi-agent systems,B. Baki and M. Bouzid and A. Ligęza and A. I. Mouaddib,2006,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528131003712988,Typical models: minimising false beliefs,Eliezer L. Lozinskii,2010,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130903010295,Warning: statistical benchmarking is addictive. Kicking the habit in machine learning,Chris Drummond and Nathalie Japkowicz,2010,20,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000055207,On explaining phenomenal consciousness,Franz-Peter Griesmaier,2003,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000055162,Cognitive evolutionary psychology without representational nativism,Denise Cummins and Robert Cummins and Pierre Poirier,2003,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1467499,Domain transfer convolutional attribute embedding,Fang Su and Jing-Yan Wang,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2115146,State observer for coupled cyclic genetic regulatory networks with time delays,Minde Yan and Chunyan Liu and Xian Zhang and Yantao Wang,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813051233315945,Topological representation model for image database query,Mihaela Scuturici and Jérémy Clech and Vasile-Marian Scuturici and Djamel A. Zighed *,2005,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701679820,An online multi-agent co-operative learning algorithm in POMDPs,Fei Liu and Guangzhou Zeng,2008,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130903169240,Modal similarity,Ronaldo Vigo,2009,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782987,The observer's observer's paradox,Rick Dale and David W. Vinson,2013,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1764635,A framework for the analysis and synthesis of Swarm Intelligence algorithms,Dávila Patrícia Ferreira Cruz and Renato Dourado Maia and Leandro Nunes de Castro,2021,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300146317,Perceptrons with polynomial post-processing,Louis Sanzogni and Ringo Chan and Richard F. Bonner,2000,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130512331315882,Generalized disjunction-free representation of frequent patterns with negation,Marzena Kryszkiewicz *,2005,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430865,Communication using robots: a Perception-action scenario in moderate ASD,Irini Giannopulu and Kazunori Terada and Tomio Watanabe,2018,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600975931,Hand motion tracking and trajectory matching for dynamic hand gesture recognition,M. K. Bhuyan and D. Ghosh and P. K. Bora,2006,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000028621,A case study in the meta-reasoning procedure ND,James J. Lu and Jeffrey S. Rosenthal and Andrew E. shaffer,2003,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1784296,Intelligence in cyberspace: the road to cyber singularity,Ishaani Priyadarshini and Chase Cotton,2021,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802113364,A model for the dynamic coordination of multiple competing goals,Jose Antonio Martin H. and Javier de Lope,2009,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130010029785,"AI, concepts, and the paradox of mental representation, with a brief discussion of psychological essentialism",Eric Dietrich,2001,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.661236,Psychologically realistic cognitive agents: taking human cognition seriously,Ron Sun and Sébastien Hélie,2013,20,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130010029811,"What's in a symbol: ontology, representation and language",Sergei Nirenburg and Yorick Wilks,2001,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430864,A novel approach to interval comparison and application to software quality evaluation,Chuan Yue,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.924589,A shrinking hypersphere PSO for engineering optimisation problems,Anupam Yadav and Kusum Deep,2016,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693686,Modelling and simulating early stopping of RCTs: a case study of early stop due to harm,Roger Stanev,2012,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2104384,Intrusion detection method based on imbalanced learning classification,Xiangjun Li and Ke Kong and Hua Shen and Zhixiang Wei and Xiaofeng Liao,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1572657,Deep CNN and geometric features-based gastrointestinal tract diseases detection and classification from wireless capsule endoscopy images,Muhammad Sharif and Muhammad Attique Khan and Muhammad Rashid and Mussarat Yasmin and Farhat Afza and Urcun John Tanik,2021,62,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430862,Flexible Web services integration: a novel personalised social approach,Abdelmalek Metrouh and Farid Mokhati,2018,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.993508,Improving linear search algorithms with model-based approaches for MaxSAT solving,Ruben Martins and Vasco Manquinho and Inês Lynce,2015,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693665,Philosophical reflections on diagram models and diagrammatic representation,Koray Karaca,2012,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
